Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Focus Position,Rank,Status
J. Magennis,Hull City,Hull City,CF,31,600000,2022-06-30,7,579,1,1.3,0,0.33,20.52,31.82,Northern Ireland,Northern Ireland,right,188,82,no,1.24,1.24,50.0,9.48,27.87,0.0,0.0,0.0,0.62,0.72,0.93,0,0.0,0,0.0,2.18,0.16,1,0.16,0.2,0,0.0,8,1.24,62.5,12.5,0.0,0.93,50.0,0.16,100.0,0.78,40.0,0.0,1.4,66.67,6.99,28.89,2.18,0.31,0.16,7.46,0.78,0.78,13.21,69.41,1.71,36.36,3.73,83.33,4.97,75.0,11.81,72.37,0.78,60.0,14.77,12.92,0.05,0.62,0.0,0.0,0.0,0.0,0.16,0.78,20.0,0.47,33.33,0.0,0.0,0.31,0.16,1.09,57.14,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
L. Taylor,Nottingham Forest,Nottingham Forest,CF,31,800000,2023-06-30,7,579,1,1.05,0,0.13,26.89,17.92,England,"England, Montserrat",right,188,79,no,2.64,2.02,46.15,4.66,23.33,0.16,0.23,0.16,1.55,2.29,1.71,1,0.16,0,0.0,1.55,0.16,1,0.16,0.16,0,0.0,11,1.71,36.36,9.091,0.0,1.4,11.11,0.31,0.0,1.09,14.29,0.16,1.55,50.0,11.35,16.44,2.02,0.93,0.31,7.62,1.09,0.62,12.59,69.14,2.49,56.25,3.11,75.0,3.58,65.22,10.88,75.71,0.47,66.67,14.21,14.99,0.02,0.47,0.0,0.0,0.0,0.0,0.0,1.71,63.64,1.24,12.5,0.0,0.0,0.16,0.31,1.09,57.14,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
C. Robinson,West Bromwich Albion,West Bromwich Albion,"CF, RWF, AMF",26,6000000,2025-06-30,9,576,3,2.79,2,1.23,21.09,28.89,England,"England, Republic of Ireland",right,178,75,no,2.19,2.19,42.86,4.53,10.34,0.16,0.25,0.0,1.09,1.74,0.0,0,0.0,0,0.0,4.22,0.47,3,0.47,0.44,1,0.16,19,2.97,47.37,15.789,0.31,2.03,30.77,1.09,28.57,0.78,20.0,0.47,3.28,57.14,9.06,36.21,3.28,0.47,0.31,12.03,0.63,0.94,19.06,62.3,5.31,50.0,3.44,90.91,6.56,64.29,15.47,66.67,1.72,54.55,19.49,27.89,0.19,1.09,0.31,0.0,0.78,40.0,0.63,2.34,46.67,2.03,46.15,0.63,25.0,0.94,0.63,2.66,88.24,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
B. Afobe,Millwall,Millwall,"CF, AMF",28,1800000,2022-06-30,7,576,2,1.33,0,0.06,26.56,34.71,England,"England, Congo DR",right,183,78,yes,2.81,3.13,60.0,9.22,30.51,0.16,0.23,0.0,0.78,1.15,0.31,1,0.16,0,0.0,2.03,0.31,2,0.31,0.21,1,0.16,12,1.88,41.67,16.667,0.0,0.78,40.0,0.31,50.0,0.47,33.33,0.0,2.34,40.0,10.0,34.38,2.66,0.94,0.47,8.28,1.25,2.03,13.13,77.38,1.41,55.56,4.53,93.1,3.91,76.0,12.34,79.75,0.0,0.0,12.64,0.0,0.01,0.31,0.0,0.0,0.31,0.0,0.0,0.31,50.0,0.78,20.0,0.16,0.0,0.0,0.31,0.47,66.67,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
M. Phillips,West Bromwich Albion,West Bromwich Albion,"CF, RWF, AMF",30,4000000,2024-06-30,10,573,3,2.41,2,1.49,28.59,34.62,England,"England, Scotland",right,185,75,no,2.67,2.2,50.0,6.13,33.33,0.0,0.0,0.0,1.57,2.97,0.63,0,0.0,0,0.0,5.03,0.47,3,0.47,0.38,1,0.16,15,2.36,26.67,20.0,0.31,2.51,37.5,0.94,33.33,1.57,40.0,0.47,5.34,61.76,13.19,36.9,3.93,1.41,0.79,12.25,1.1,0.47,20.89,64.66,5.18,57.58,4.24,85.19,7.38,63.83,17.59,69.64,0.79,40.0,15.89,13.13,0.23,1.41,0.16,0.0,0.16,100.0,1.26,1.73,63.64,2.51,37.5,0.47,33.33,0.79,1.1,2.67,64.71,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.47,0.0,0.0,0.31,0.16,0,0.31,0,0,English Championship,Strikers,0,0
T. John-Jules,Blackpool,Blackpool,"CF, LW",20,0,2022-05-31,10,570,0,0.44,0,0.43,24.47,36.13,England,"England, Dominica",right,183,75,yes,5.21,3.47,63.64,5.68,25.0,0.0,0.0,0.63,3.0,4.13,1.26,1,0.16,0,0.0,3.16,0.0,0,0.0,0.07,0,0.0,4,0.63,25.0,0.0,0.0,0.79,40.0,0.16,0.0,0.63,50.0,0.16,4.11,57.69,9.79,37.1,2.53,1.74,1.11,6.95,1.11,2.21,10.89,60.87,3.47,50.0,1.74,72.73,3.63,65.22,9.47,65.0,0.63,25.0,15.05,17.51,0.07,0.47,0.0,0.0,0.47,66.67,0.32,1.58,70.0,0.95,50.0,0.32,50.0,0.63,0.32,1.58,90.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
S. Hogan,Birmingham City,Birmingham City,CF,29,2500000,2024-06-30,9,563,3,2.85,0,0.01,17.1,26.17,England,"England, Republic of Ireland",right,180,64,no,2.72,3.52,50.0,4.8,13.33,0.16,0.22,0.16,0.8,1.08,0.96,1,0.16,0,0.0,1.28,0.48,3,0.48,0.46,1,0.16,13,2.08,30.77,23.077,0.0,0.96,0.0,0.16,0.0,0.8,0.0,0.0,1.92,33.33,4.64,24.14,3.52,0.48,0.48,5.44,0.96,0.48,9.75,73.77,1.28,62.5,4.16,88.46,1.6,60.0,8.15,86.27,0.64,25.0,20.25,10.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.64,75.0,0.48,66.67,0.0,0.0,0.16,0.16,0.32,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
S. Maguire,Preston North End,Preston North End,CF,27,1200000,2023-06-30,9,563,0,0.78,1,0.58,37.09,34.91,England,"England, Republic of Ireland",right,175,75,no,5.6,4.48,64.29,12.95,25.93,0.0,0.0,0.0,2.72,3.67,1.28,0,0.0,0,0.0,1.6,0.0,0,0.0,0.12,0,0.0,9,1.44,11.11,0.0,0.16,1.28,12.5,0.64,25.0,0.64,0.0,0.32,2.72,41.18,12.79,32.5,3.84,0.8,0.32,12.15,1.76,1.92,19.5,76.23,4.64,68.97,5.44,88.24,4.8,70.0,17.42,81.65,0.96,50.0,14.99,15.82,0.09,0.32,0.0,0.16,0.32,50.0,0.32,1.6,90.0,1.92,50.0,0.32,0.0,1.12,0.32,3.04,84.21,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
R. Giles,Cardiff City,Cardiff City,"AMF, CF",21,1300000,2025-06-30,7,561,0,0.94,5,3.1,15.08,35.11,England,England,left,179,72,yes,1.12,1.28,50.0,1.28,37.5,0.0,0.0,0.0,0.48,0.71,0.8,0,0.0,0,0.0,6.58,0.0,0,0.0,0.15,0,0.0,6,0.96,50.0,0.0,0.8,8.66,38.89,3.05,26.32,5.61,45.71,1.12,6.1,44.74,9.79,36.07,3.37,2.09,2.09,11.71,1.44,0.8,20.7,60.47,2.89,50.0,2.89,100.0,11.07,56.52,10.43,80.0,1.93,58.33,25.56,23.64,0.5,2.73,0.0,0.0,0.32,0.0,0.96,1.12,42.86,6.9,48.84,0.48,66.67,0.32,3.37,5.29,81.82,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.32,0.0,0.0,0.96,0.0,0,3.85,0,0,English Championship,Strikers,0,0
G. Puşcaş,Reading,Reading,CF,25,3000000,2024-06-30,10,541,0,1.3,1,0.16,21.96,32.58,Romania,Romania,right,188,77,no,3.49,3.33,60.0,5.32,40.63,0.0,0.0,0.0,1.5,1.91,2.0,0,0.0,0,0.0,1.66,0.0,0,0.0,0.22,0,0.0,8,1.33,12.5,0.0,0.17,0.67,25.0,0.0,0.0,0.67,25.0,0.0,2.16,61.54,7.49,28.89,1.83,0.17,0.5,7.15,2.0,0.5,10.98,78.79,1.66,70.0,4.33,88.46,2.66,68.75,9.98,83.33,0.33,50.0,12.64,3.38,0.03,0.33,0.0,0.0,0.0,0.0,0.17,0.67,100.0,0.83,80.0,0.0,0.0,0.5,0.17,1.5,77.78,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
M. Smith,Millwall,Millwall,CF,32,600000,2022-06-30,10,534,1,0.91,1,0.08,42.81,50.39,England,"England, Scotland",left,198,75,no,3.71,1.35,75.0,28.15,57.49,0.17,0.24,0.34,2.53,3.66,1.69,1,0.17,0,0.0,0.67,0.17,1,0.17,0.15,1,0.17,9,1.52,44.44,11.111,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.34,0.0,3.71,22.73,2.36,0.0,0.0,5.22,1.85,0.67,10.62,68.25,4.04,58.33,2.02,91.67,2.7,68.75,10.45,69.35,0.0,0.0,14.98,0.0,0.01,0.17,0.17,0.17,0.0,0.0,0.0,1.85,27.27,0.34,50.0,0.0,0.0,0.17,0.0,0.67,75.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
L. Dykes,Queens Park Rangers,Queens Park Rangers,CF,25,3500000,2024-06-30,8,526,3,1.8,1,0.29,25.15,38.1,Scotland,Scotland,right,188,84,no,2.05,1.71,60.0,12.15,42.25,0.0,0.0,0.0,1.03,1.59,1.37,0,0.0,0,0.0,2.74,0.51,3,0.51,0.31,0,0.0,13,2.22,92.31,23.077,0.17,1.03,16.67,0.34,0.0,0.68,25.0,0.51,2.05,16.67,5.3,25.81,2.74,0.68,0.51,8.21,1.2,0.68,12.15,67.61,3.25,36.84,2.74,93.75,3.59,71.43,10.61,75.81,0.51,0.0,14.28,10.73,0.05,0.34,0.0,0.17,0.51,33.33,0.34,2.22,53.85,0.86,40.0,0.68,25.0,0.34,0.17,1.88,54.55,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
L. Grabban,Nottingham Forest,Nottingham Forest,"CF, AMF",33,1200000,2022-06-30,9,525,3,1.86,0,0.17,16.11,30.85,England,"England, Jamaica",right,183,78,no,2.91,2.23,69.23,2.74,25.0,0.0,0.0,0.17,1.37,2.24,0.69,0,0.0,0,0.0,1.89,0.51,3,0.51,0.32,1,0.17,7,1.2,85.71,42.857,0.0,0.69,25.0,0.0,0.0,0.69,25.0,0.0,0.69,75.0,5.31,22.58,1.2,1.54,0.69,10.46,0.51,0.34,15.6,82.42,3.09,61.11,4.29,96.0,3.94,82.61,14.06,87.8,0.86,40.0,19.06,18.92,0.03,0.69,0.0,0.0,0.17,100.0,0.17,1.89,63.64,1.03,50.0,0.34,100.0,0.51,0.17,1.89,72.73,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
S. Surridge,Stoke City,Stoke City,CF,23,1800000,2025-06-30,10,514,2,3.02,1,0.01,24.86,33.1,England,England,right,191,77,no,4.55,3.68,61.9,7.7,43.18,0.18,0.27,0.35,2.1,3.19,1.23,1,0.18,0,0.0,3.68,0.35,2,0.35,0.53,0,0.0,18,3.15,55.56,11.111,0.18,1.05,50.0,0.7,75.0,0.35,0.0,0.0,2.63,53.33,7.88,24.44,4.73,1.05,0.7,10.68,0.53,0.7,12.78,82.19,1.58,77.78,4.55,88.46,4.2,79.17,11.21,84.38,0.53,100.0,14.16,4.71,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.53,100.0,0.88,60.0,0.0,0.0,0.18,0.53,1.23,71.43,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
S. Baldock,Derby County,Derby County,"CF, LAMF",32,600000,2022-01-20,7,512,1,1.5,0,0.02,22.5,19.53,England,"England, Greece",right,170,67,no,1.93,2.99,52.94,4.22,8.33,0.0,0.0,0.0,0.35,0.45,1.05,0,0.0,0,0.0,1.76,0.18,1,0.18,0.26,0,0.0,8,1.41,50.0,12.5,0.0,0.53,33.33,0.0,0.0,0.35,50.0,0.0,0.7,50.0,4.75,22.22,2.64,0.53,0.35,5.98,0.53,0.18,11.07,82.54,2.29,61.54,3.87,86.36,2.46,92.86,10.02,87.72,0.7,25.0,14.4,16.91,0.0,0.35,0.0,0.0,0.88,60.0,0.53,0.7,75.0,0.7,100.0,0.88,60.0,0.53,0.35,0.88,80.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
D. Ward,Huddersfield Town,Huddersfield Town,CF,29,1000000,2023-06-30,8,505,3,2.79,0,0.0,18.89,34.91,England,England,right,180,78,no,4.46,1.96,72.73,7.13,32.5,0.36,0.48,0.71,2.67,3.6,0.36,1,0.18,0,0.0,1.78,0.53,3,0.53,0.5,2,0.36,12,2.14,50.0,25.0,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.18,1.6,33.33,6.06,23.53,3.92,0.89,0.53,8.38,1.78,0.36,14.08,72.15,3.03,58.82,4.46,84.0,3.56,75.0,13.37,73.33,0.53,66.67,14.27,7.48,0.0,0.0,0.0,0.18,0.36,50.0,0.0,1.25,71.43,0.53,0.0,0.18,0.0,0.0,0.0,0.89,60.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
M. Wilks,Hull City,Hull City,"RAMF, RWF, CF",22,1000000,2022-06-30,6,499,0,0.12,0,0.14,30.3,27.98,England,England,left,183,71,no,3.07,2.53,57.14,4.87,18.52,0.36,0.45,0.18,1.26,1.58,1.44,1,0.18,0,0.0,3.61,0.0,0,0.0,0.02,0,0.0,7,1.26,14.29,0.0,0.0,1.44,37.5,0.0,0.0,1.44,37.5,0.0,7.03,41.03,16.77,30.11,2.71,1.98,0.54,9.74,1.26,0.9,16.95,77.66,3.25,72.22,6.13,82.35,3.79,76.19,15.33,81.18,0.36,100.0,14.32,12.65,0.03,0.72,0.0,0.0,0.18,0.0,0.0,1.44,87.5,0.72,25.0,0.0,0.0,0.18,0.36,1.8,70.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
J. Collins,Cardiff City,Cardiff City,CF,30,1000000,2023-06-30,10,495,0,2.55,0,0.0,32.36,29.21,England,"England, Republic of Ireland",right,188,86,no,3.27,2.0,27.27,12.18,25.37,0.18,0.28,0.18,2.55,3.85,3.09,1,0.18,0,0.0,2.55,0.0,0,0.0,0.46,0,0.0,15,2.73,46.67,0.0,0.0,1.27,14.29,0.18,0.0,1.09,16.67,0.36,1.27,85.71,9.45,36.54,3.45,0.55,0.18,12.91,1.64,1.64,18.36,72.28,4.18,56.52,4.73,88.46,4.18,69.57,16.55,76.92,0.55,66.67,15.33,8.37,0.0,0.0,0.0,0.0,0.18,0.0,0.0,2.0,63.64,0.36,0.0,0.0,0.0,0.0,0.55,2.0,54.55,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
C. Austin,Queens Park Rangers,Queens Park Rangers,CF,32,2000000,2023-06-30,7,453,1,1.53,0,0.33,14.5,32.88,England,England,right,188,84,no,2.58,1.59,75.0,4.57,34.78,0.0,0.0,0.0,1.39,2.31,0.2,0,0.0,0,0.0,1.99,0.2,1,0.2,0.3,0,0.0,15,2.98,40.0,6.667,0.0,0.6,33.33,0.4,50.0,0.2,0.0,0.0,0.99,20.0,4.97,28.0,2.78,0.4,0.0,10.13,0.2,1.19,13.71,75.36,4.57,69.57,2.78,92.86,4.77,70.83,10.13,84.31,2.98,53.33,23.07,39.52,0.06,0.4,0.0,0.0,0.4,100.0,0.2,2.38,50.0,1.19,83.33,0.6,66.67,0.79,0.2,1.99,70.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
N. Powell,Stoke City,Stoke City,"RCMF, CF, RWF",27,4000000,2022-06-30,6,448,4,1.15,1,1.08,23.5,41.03,England,England,right,183,66,no,4.82,4.62,47.83,6.43,31.25,0.2,0.28,0.0,2.41,3.36,1.61,1,0.2,0,0.0,4.62,0.8,4,0.8,0.23,2,0.4,14,2.81,42.86,28.571,0.2,2.81,50.0,0.4,100.0,2.21,45.45,0.2,1.61,87.5,7.63,44.74,2.41,0.6,0.4,20.09,1.41,2.61,29.53,70.75,12.25,54.1,5.22,96.15,8.44,76.19,22.9,78.95,4.02,40.0,20.62,37.5,0.22,1.21,0.0,0.0,2.01,30.0,0.8,5.83,55.17,4.42,31.82,2.81,21.43,1.21,1.0,5.42,92.59,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,100,0.0,0,0,English Championship,Strikers,0,0
E. Marcondes,Bournemouth,Bournemouth,"RCMF, CF",26,2800000,2024-06-30,5,405,1,1.27,1,0.58,14.44,36.92,Denmark,"Denmark, Brazil",right,182,75,no,4.89,3.78,47.06,2.44,36.36,0.67,1.17,0.0,2.44,4.29,1.33,0,0.0,0,0.0,1.78,0.22,1,0.22,0.28,0,0.0,3,0.67,33.33,33.333,0.22,1.78,25.0,0.44,0.0,1.33,33.33,0.22,1.56,57.14,3.78,35.29,2.89,0.67,0.22,16.22,0.67,0.89,23.78,67.29,7.33,48.48,3.78,94.12,7.33,63.64,20.0,75.56,2.0,22.22,17.17,26.45,0.13,0.89,0.0,0.0,0.67,33.33,0.44,2.44,54.55,1.56,57.14,0.44,0.0,0.89,0.44,2.67,58.33,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0,3.78,0,0,English Championship,Strikers,0,0
L. Cullen,Swansea City,Swansea City,"AMF, CF",22,300000,2024-06-30,7,404,0,0.39,1,0.3,17.82,31.25,Wales,Wales,left,178,63,no,6.01,4.68,52.38,5.79,26.92,0.0,0.0,0.0,3.56,6.49,1.56,0,0.0,0,0.0,1.11,0.0,0,0.0,0.09,0,0.0,7,1.56,57.14,0.0,0.22,0.45,0.0,0.22,0.0,0.22,0.0,0.0,0.45,50.0,3.56,31.25,1.78,0.22,0.22,16.26,0.89,0.67,19.38,79.31,4.9,50.0,7.57,100.0,2.9,84.62,18.04,82.72,0.89,50.0,17.95,12.25,0.07,0.67,0.0,0.0,0.67,0.0,0.22,2.45,63.64,1.34,16.67,0.45,0.0,0.67,0.0,2.67,58.33,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
U. Ikpeazu,Middlesbrough,Middlesbrough,CF,26,300000,2024-06-30,8,400,2,2.53,1,0.49,49.73,29.86,England,"England, Uganda",right,191,78,no,5.85,4.95,54.55,9.0,32.5,0.9,1.21,0.23,2.25,3.03,3.15,1,0.23,0,0.0,4.05,0.45,1,0.23,0.57,0,0.0,13,2.93,61.54,15.385,0.23,0.45,0.0,0.0,0.0,0.45,0.0,0.0,5.18,43.48,22.5,22.0,3.83,0.9,1.13,4.05,0.45,2.7,10.58,68.09,2.7,58.33,1.8,87.5,2.48,72.73,9.45,71.43,0.68,66.67,11.98,8.61,0.11,0.45,0.0,0.0,0.0,0.0,0.23,1.58,57.14,0.45,0.0,0.23,0.0,0.45,0.0,0.68,100.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,100,English Championship,Strikers,0,0
J. Hoilett,Reading,Reading,"CF, LAMF, RAMF",31,1000000,2022-06-30,6,391,0,0.52,0,0.02,21.18,32.61,Canada,"Canada, Jamaica",right,173,70,no,3.68,2.76,33.33,3.45,13.33,0.92,1.14,0.23,1.84,2.29,0.92,1,0.23,0,0.0,3.91,0.0,0,0.0,0.12,0,0.0,8,1.84,50.0,0.0,0.0,1.84,12.5,0.69,0.0,1.15,20.0,0.46,5.06,54.55,12.43,40.74,1.84,0.92,0.46,14.96,1.15,2.3,23.48,77.45,4.83,52.38,5.98,92.31,6.45,71.43,20.49,86.52,1.15,20.0,15.14,27.64,0.0,0.23,0.0,0.0,0.23,0.0,0.0,1.38,66.67,2.07,22.22,0.23,0.0,0.23,0.23,2.76,50.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
A. Šporar,Middlesbrough,Middlesbrough,CF,27,5000000,2025-06-30,5,371,1,0.75,0,0.12,16.5,20.59,Slovenia,Slovenia,right,186,82,yes,2.18,2.18,22.22,3.88,37.5,0.24,0.34,0.0,1.46,2.02,1.21,2,0.49,0,0.0,1.21,0.24,1,0.24,0.18,0,0.0,7,1.7,42.86,14.286,0.0,1.21,20.0,0.0,0.0,1.21,20.0,0.0,1.46,16.67,5.58,17.39,4.12,1.21,0.97,10.43,0.97,0.49,16.98,80.0,2.43,60.0,6.31,96.15,4.12,76.47,14.56,83.33,1.21,100.0,16.62,25.48,0.03,0.49,0.49,0.0,0.0,0.0,0.24,0.97,50.0,0.73,66.67,0.0,0.0,0.49,0.24,1.21,100.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
J. Hugill,West Bromwich Albion,West Bromwich Albion,CF,29,2000000,2023-06-30,6,370,0,0.6,0,0.0,36.73,27.81,England,England,right,183,75,yes,1.7,1.46,33.33,17.27,32.39,0.0,0.0,0.24,1.22,2.59,2.68,1,0.24,0,0.0,1.46,0.0,0,0.0,0.15,0,0.0,9,2.19,22.22,0.0,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.49,50.0,6.32,34.62,3.16,0.97,0.97,9.49,2.68,1.46,15.57,75.0,2.68,72.73,5.84,95.83,3.41,57.14,15.08,75.81,0.24,100.0,14.57,4.31,0.0,0.0,0.24,0.0,0.73,100.0,0.0,0.24,100.0,0.97,100.0,0.73,100.0,1.22,0.0,1.7,57.14,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
J. Lowe,Bournemouth,Bournemouth,CF,27,2000000,2023-06-30,9,365,0,0.31,0,0.1,19.48,35.44,England,"England, Jamaica",right,183,75,no,4.19,2.96,58.33,3.7,6.67,0.0,0.0,0.25,2.47,4.69,0.99,1,0.25,0,0.0,1.73,0.0,0,0.0,0.08,0,0.0,3,0.74,66.67,0.0,0.0,1.23,20.0,0.49,0.0,0.74,33.33,0.49,2.96,33.33,9.37,39.47,3.45,0.99,0.25,9.12,0.49,0.99,13.81,71.43,2.22,44.44,3.7,86.67,3.45,50.0,12.08,79.59,0.99,25.0,12.14,11.23,0.02,0.25,0.25,0.0,0.0,0.0,0.0,1.73,71.43,0.74,66.67,0.25,0.0,0.74,0.0,0.99,50.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
M. Harris,Cardiff City,Cardiff City,"CF, LW, AMF",22,600000,2023-06-30,8,364,0,0.73,0,0.06,24.73,24.0,Wales,Wales,right,182,75,no,3.46,2.72,81.82,4.45,11.11,0.49,0.74,0.49,0.74,1.11,0.49,1,0.25,0,0.0,1.48,0.0,0,0.0,0.18,0,0.0,5,1.24,20.0,0.0,0.0,0.74,0.0,0.25,0.0,0.49,0.0,0.25,1.98,62.5,9.64,25.64,2.47,0.49,0.25,9.89,0.74,1.73,14.59,76.27,3.71,53.33,4.45,100.0,3.21,76.92,12.86,82.69,0.99,50.0,18.09,18.97,0.01,0.49,0.0,0.0,0.49,0.0,0.0,1.73,57.14,0.99,0.0,0.49,0.0,0.25,0.0,0.99,100.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
C. Jerome,Luton Town,Luton Town,CF,35,400000,2022-06-30,8,355,0,2.49,1,0.5,33.97,34.33,England,"England, Grenada",right,185,85,no,2.79,3.8,66.67,12.93,37.25,0.0,0.0,0.0,0.25,0.37,3.04,1,0.25,0,0.0,1.52,0.0,0,0.0,0.63,0,0.0,10,2.54,20.0,0.0,0.25,0.76,0.0,0.51,0.0,0.25,0.0,0.0,2.28,44.44,8.87,25.71,4.31,0.76,0.51,5.58,1.77,0.25,9.63,57.89,2.28,44.44,2.28,77.78,3.04,41.67,8.87,62.86,0.0,0.0,17.05,0.0,0.13,0.25,0.0,0.0,0.25,0.0,0.25,1.27,80.0,0.76,0.0,0.0,0.0,0.25,0.0,1.27,60.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
