Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Focus Position,Rank,Status
C. Lines,Stevenage,Stevenage,"LCMF, RCMF, LW",35.0,200000,2022-06-30,6,496,1,0.19,1,0.12,9.8,46.3,England,England,right,188,79,no,5.44,2.9,50.0,2.18,25.0,0.0,0.0,0.36,3.99,5.5,0.36,2,0.36,0,0.0,0.54,0.18,1,0.18,0.03,0,0.0,2,0.36,100.0,50.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.18,100.0,1.45,87.5,0.73,0.91,0.18,29.03,0.73,0.54,43.0,87.76,12.88,73.24,8.89,100.0,16.33,90.0,37.38,91.26,5.44,66.67,21.04,43.01,0.02,0.36,0.0,0.0,0.0,0.0,0.36,8.35,80.43,1.27,42.86,0.73,0.0,0.54,0.0,6.9,89.47,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1.45,0.0,0.0,0.91,0.0,0.0,0.36,0,0,English League Two,Central Midfielders,0,0
J. Kay,Barrow,Barrow,"AMF, LWF, LAMF",24.0,0,2022-06-30,9,495,2,0.47,0,0.06,25.82,38.03,England,England,right,165,64,no,4.0,3.45,47.37,5.27,27.59,1.09,1.78,0.36,1.27,2.08,1.09,2,0.36,0,0.0,5.27,0.36,2,0.36,0.09,0,0.0,17,3.09,29.41,11.765,0.0,1.82,10.0,1.09,0.0,0.55,33.33,0.55,5.64,70.97,11.64,43.75,2.0,2.18,1.45,14.55,0.73,1.82,20.55,71.68,4.55,52.0,4.36,95.83,7.09,71.79,17.82,79.59,1.09,50.0,17.36,22.37,0.01,0.36,0.0,0.0,0.55,33.33,0.0,2.55,57.14,1.82,10.0,0.55,33.33,0.36,0.18,2.18,66.67,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0,0,English League Two,Central Midfielders,0,0
C. Wilkinson,Walsall,Walsall,"CF, RAMF, AMF",26.0,100000,2023-06-30,5,485,1,0.91,0,0.0,33.96,28.96,England,"England, Republic of Ireland",right,190,77,no,3.15,3.53,42.11,10.39,30.36,0.56,0.81,0.19,1.11,1.62,1.3,1,0.19,0,0.0,2.97,0.19,1,0.19,0.17,0,0.0,16,2.97,25.0,6.25,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,4.45,50.0,13.36,33.33,2.41,0.37,0.37,9.09,0.93,1.3,15.96,80.23,4.08,63.64,4.08,95.45,6.12,87.88,14.1,82.89,1.67,66.67,18.65,25.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,63.64,0.37,50.0,0.37,50.0,0.37,0.0,1.3,71.43,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,33.33,0.0,0,0,English League Two,Central Midfielders,0,0
G. Holohan,Hartlepool United,Hartlepool United,"LCMF, DMF",29.0,50000,2022-06-30,5,485,2,0.61,0,0.11,18.56,54.0,Republic of Ireland,Republic of Ireland,right,180,73,no,8.35,5.57,73.33,4.64,44.0,0.56,0.83,0.19,3.71,5.5,0.56,0,0.0,0,0.0,2.04,0.37,2,0.37,0.11,0,0.0,9,1.67,22.22,22.222,0.0,1.86,50.0,0.93,60.0,0.74,25.0,0.19,1.48,50.0,4.27,43.48,2.04,0.19,0.19,16.14,0.37,1.67,33.22,75.42,14.47,60.26,5.38,96.55,6.87,89.19,28.21,81.58,3.15,35.29,18.02,30.01,0.02,0.19,0.19,0.19,0.19,0.0,0.19,6.68,61.11,2.04,45.45,0.19,0.0,0.56,0.74,6.12,75.76,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
E. Adams,Forest Green Rovers,Forest Green Rovers,"AMF, RCMF",25.0,0,2022-06-30,6,468,1,1.11,0,0.12,28.65,51.68,Gambia,"Gambia, England",right,178,76,no,9.04,6.92,72.22,5.0,57.69,0.77,1.26,0.0,3.27,5.37,1.92,1,0.19,0,0.0,3.46,0.19,1,0.19,0.21,1,0.19,11,2.12,18.18,9.091,0.0,0.96,40.0,0.38,50.0,0.58,33.33,0.0,3.85,50.0,10.96,36.84,3.85,1.92,1.15,16.73,1.35,2.88,25.19,75.57,7.88,58.54,4.42,100.0,8.27,74.42,22.5,80.34,1.73,33.33,17.09,33.69,0.02,0.58,0.0,0.0,1.54,50.0,0.0,5.58,65.52,1.35,28.57,1.15,16.67,0.58,0.58,3.27,82.35,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
R. Watson,Tranmere Rovers,Tranmere Rovers,"RCMF, RDMF",28.0,50000,2023-06-30,8,457,0,0.61,0,0.02,18.32,40.86,England,England,right,185,73,no,8.07,6.3,62.5,3.94,30.0,0.98,1.44,0.39,3.15,4.62,1.97,1,0.2,0,0.0,0.79,0.0,0,0.0,0.12,0,0.0,8,1.58,0.0,0.0,0.0,0.79,50.0,0.0,0.0,0.79,50.0,0.0,2.17,18.18,4.92,24.0,1.38,0.59,0.79,19.89,0.98,1.18,30.72,81.41,10.24,57.69,6.5,100.0,9.85,90.0,24.62,93.6,5.32,29.63,18.44,28.63,0.0,0.39,0.0,0.0,0.0,0.0,0.2,7.09,58.33,0.39,100.0,0.2,0.0,0.39,0.39,4.92,88.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.79,0.0,0.0,0.2,0.2,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
A. Grant,Swindon Town,Swindon Town,"RDMF, DMF",34.0,200000,2022-06-30,5,455,0,0.06,0,0.78,25.91,54.2,England,England,right,178,71,no,8.9,7.32,56.76,2.57,61.54,1.58,2.64,0.0,3.16,5.27,0.99,2,0.4,0,0.0,1.78,0.0,0,0.0,0.01,0,0.0,2,0.4,0.0,0.0,0.0,0.79,25.0,0.0,0.0,0.79,25.0,0.2,2.18,63.64,10.29,44.23,0.0,0.4,0.4,29.67,0.0,3.76,42.53,87.44,13.85,81.43,7.32,100.0,14.24,88.89,38.57,90.26,3.16,68.75,18.16,44.13,0.15,0.4,0.0,0.0,0.79,25.0,0.2,6.13,74.19,1.19,33.33,0.59,33.33,0.2,0.2,6.53,69.7,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
A. Collins,Bristol Rovers,Bristol Rovers,"AMF, CF",24.0,75000,2023-06-30,8,452,0,0.6,1,0.13,20.71,30.77,Wales,Wales,right,185,74,no,2.39,3.19,25.0,5.58,17.86,0.4,0.67,0.0,1.19,2.02,1.0,1,0.2,0,0.0,2.99,0.0,0,0.0,0.12,0,0.0,8,1.59,50.0,0.0,0.2,2.19,18.18,0.8,0.0,1.39,28.57,0.2,3.58,50.0,8.16,36.59,2.99,1.39,0.2,9.96,1.39,1.0,18.12,70.33,4.98,64.0,4.78,91.67,4.98,60.0,14.54,79.45,1.59,50.0,18.31,23.88,0.03,0.8,0.0,0.0,0.8,0.0,0.2,2.59,69.23,1.59,12.5,1.19,0.0,0.2,0.4,2.59,76.92,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
B. Walker,Port Vale,Port Vale,"DMF, LCMF",26.0,100000,0,6,447,0,0.74,0,0.51,19.93,47.47,England,England,right,186,80,no,11.68,9.06,51.11,4.63,43.48,0.6,0.78,0.2,6.44,8.28,2.42,2,0.4,0,0.0,0.81,0.0,0,0.0,0.15,0,0.0,5,1.01,0.0,0.0,0.0,0.4,50.0,0.2,0.0,0.2,100.0,0.0,0.81,50.0,2.01,60.0,0.81,0.0,0.0,12.08,0.2,0.6,25.97,75.19,9.66,62.5,5.03,92.0,9.06,80.0,20.34,80.2,5.23,57.69,20.67,38.69,0.1,1.01,0.0,0.0,0.4,50.0,0.0,6.24,70.97,1.61,62.5,0.6,66.67,0.6,0.2,5.44,66.67,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1.01,0.0,0.0,0.81,0.0,0.0,0.2,0,0,English League Two,Central Midfielders,0,0
F. Bettache,Oldham Athletic,Oldham Athletic,"LCMF, RAMF, AMF",21.0,200000,2023-06-30,6,433,0,0.24,0,0.33,10.6,41.18,England,"England, Algeria",left,185,73,yes,2.7,2.08,50.0,0.83,25.0,0.21,0.35,0.42,1.45,2.47,0.0,0,0.0,0,0.0,2.08,0.0,0,0.0,0.05,0,0.0,4,0.83,25.0,0.0,0.0,1.45,57.14,0.62,66.67,0.83,50.0,0.21,1.66,50.0,4.16,35.0,0.62,1.25,1.04,33.26,0.21,0.21,50.3,82.23,18.5,68.54,8.94,88.37,17.67,89.41,41.78,88.56,7.07,50.0,18.1,36.1,0.07,1.45,0.0,0.0,0.42,50.0,0.42,9.56,63.04,2.29,45.45,0.62,0.0,0.42,0.83,7.9,84.21,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.42,0.0,0.0,0.83,0.0,0.0,2.91,0,0,English League Two,Central Midfielders,0,0
S. Foley,Tranmere Rovers,Tranmere Rovers,"LCMF, RCMF",34.0,250000,2022-06-30,7,432,0,0.52,0,0.83,17.71,37.65,England,"England, Republic of Ireland",right,183,74,no,8.13,6.04,41.38,2.29,18.18,0.42,0.63,0.83,5.21,7.89,1.25,1,0.21,0,0.0,1.88,0.0,0,0.0,0.11,0,0.0,4,0.83,25.0,0.0,0.0,1.67,50.0,0.42,0.0,1.25,66.67,0.21,1.04,80.0,5.42,53.85,1.46,1.04,0.42,24.58,0.42,1.25,36.67,84.09,10.83,69.23,8.13,100.0,10.83,84.62,31.67,89.47,3.33,50.0,18.55,23.56,0.17,1.46,0.0,0.0,0.21,0.0,0.63,4.79,60.87,1.25,50.0,0.63,33.33,0.63,0.63,5.83,71.43,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.63,0.0,0.0,0.42,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
H. Kite,Exeter City,Exeter City,RCMF,21.0,0,2023-06-30,7,426,1,0.22,0,0.66,20.7,44.9,England,England,right,176,64,no,8.66,8.24,51.28,5.28,36.0,0.63,1.01,0.85,3.8,6.07,1.69,2,0.42,1,0.21,1.27,0.21,1,0.21,0.05,0,0.0,2,0.42,100.0,50.0,0.0,0.42,50.0,0.0,0.0,0.21,0.0,0.21,1.06,60.0,4.01,36.84,0.42,0.85,0.42,18.8,0.0,0.21,38.24,86.19,12.68,70.0,5.7,92.59,11.2,94.34,36.55,88.44,1.27,33.33,16.3,14.24,0.14,0.21,0.0,0.0,0.0,0.0,0.21,4.65,77.27,0.42,50.0,0.0,0.0,0.0,0.42,4.01,63.16,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
Omar Bugiel,Sutton United,Sutton United,"CF, AMF",27.0,0,2022-06-30,6,418,1,0.72,0,0.06,57.49,37.08,Germany,"Germany, Lebanon",right,184,77,no,7.11,9.04,57.14,25.84,40.0,0.22,0.32,0.0,1.72,2.55,2.8,2,0.43,0,0.0,2.15,0.22,1,0.22,0.15,1,0.22,8,1.72,25.0,12.5,0.0,0.65,33.33,0.43,50.0,0.22,0.0,0.0,3.01,42.86,8.83,36.59,2.37,0.65,0.65,5.81,0.43,2.37,16.36,57.89,6.67,58.06,2.15,70.0,4.52,61.9,14.64,60.29,1.08,40.0,22.09,29.08,0.01,0.22,0.0,0.0,1.08,20.0,0.22,3.66,52.94,2.15,50.0,1.29,16.67,0.86,0.22,3.23,60.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
H. Bunn,Scunthorpe United,Scunthorpe United,"CF, RW, LCMF",28.0,325000,2022-06-30,5,417,0,0.29,0,0.18,23.09,38.32,England,England,right,174,74,no,6.26,5.18,54.17,4.1,36.84,0.22,0.29,0.0,3.24,4.33,1.29,0,0.0,0,0.0,3.88,0.0,0,0.0,0.06,0,0.0,7,1.51,28.57,0.0,0.0,3.02,21.43,1.08,0.0,1.94,33.33,0.43,5.18,50.0,10.36,37.5,2.16,2.59,0.65,21.15,1.08,1.08,31.29,75.17,9.28,72.09,7.55,91.43,7.12,63.64,27.84,80.62,0.86,75.0,16.91,34.29,0.04,1.29,0.0,0.0,1.29,16.67,0.22,3.45,75.0,1.73,25.0,1.08,20.0,0.65,0.65,4.75,77.27,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0,0,English League Two,Central Midfielders,0,0
E. Osadebe,Walsall,Walsall,"AMF, RCMF, RW",24.0,75000,2022-06-30,8,412,0,0.46,1,0.4,29.71,38.97,Republic of Ireland,"Republic of Ireland, England",right,188,71,no,7.86,8.08,56.76,3.28,46.67,0.44,0.72,0.22,2.84,4.7,1.53,0,0.0,0,0.0,2.84,0.0,0,0.0,0.1,0,0.0,5,1.09,0.0,0.0,0.22,1.75,0.0,0.87,0.0,0.66,0.0,0.0,6.12,42.86,15.07,30.43,2.18,1.75,1.09,15.95,0.87,0.66,29.27,70.15,8.3,52.63,8.52,92.31,8.3,76.32,24.68,79.65,2.84,30.77,22.83,28.8,0.09,1.09,0.0,0.0,0.87,25.0,0.44,3.28,33.33,2.84,30.77,0.87,25.0,1.31,0.0,3.93,66.67,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,3.5,0,0,English League Two,Central Midfielders,0,0
H. Beautyman,Sutton United,Sutton United,"LW, RDMF, LCMF",29.0,125000,2022-06-30,5,411,0,0.24,0,0.54,22.12,49.5,England,England,right,178,74,no,10.73,8.76,55.0,5.69,57.69,0.88,1.22,0.22,5.04,7.04,1.75,0,0.0,0,0.0,0.66,0.0,0,0.0,0.05,0,0.0,5,1.09,0.0,0.0,0.0,0.66,33.33,0.66,33.33,0.0,0.0,0.22,1.53,28.57,4.16,31.58,0.44,0.66,0.22,7.23,0.44,0.44,20.15,70.65,8.1,51.35,3.5,87.5,6.57,90.0,14.67,82.09,4.82,40.91,19.95,28.53,0.12,0.66,0.0,0.0,0.0,0.0,0.22,3.5,50.0,1.09,60.0,0.88,25.0,0.22,0.22,3.94,61.11,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.22,0.0,0.0,1.31,0.22,0.0,1.97,0,0,English League Two,Central Midfielders,0,0
A. Smith,Sutton United,Sutton United,"LCMF, LDMF",22.0,0,2022-06-30,7,400,2,0.48,0,0.07,15.08,62.69,England,England,right,187,67,no,6.75,4.95,77.27,4.28,57.89,0.23,0.37,0.45,2.7,4.44,0.45,0,0.0,0,0.0,1.35,0.45,2,0.45,0.11,0,0.0,4,0.9,50.0,50.0,0.0,0.23,100.0,0.23,100.0,0.0,0.0,0.0,1.35,50.0,2.93,53.85,1.58,0.23,0.23,15.3,0.0,0.68,29.25,78.46,9.45,59.52,3.38,100.0,12.83,89.47,23.63,80.95,5.4,66.67,21.05,37.3,0.02,0.68,0.0,0.0,0.23,0.0,0.0,3.38,46.67,0.9,75.0,0.68,33.33,1.13,0.23,3.15,71.43,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
L. Kerry,Harrogate Town,Harrogate Town,LCMF,33.0,50000,0,7,393,0,0.07,0,0.33,23.13,35.64,England,England,right,173,78,no,7.33,7.1,48.39,5.27,30.43,1.15,1.81,0.23,2.75,4.34,2.98,1,0.23,0,0.0,0.92,0.0,0,0.0,0.02,0,0.0,4,0.92,25.0,0.0,0.0,0.92,25.0,0.46,50.0,0.46,0.0,0.0,0.92,50.0,5.27,17.39,0.46,0.69,0.23,24.27,0.46,0.69,40.08,82.29,9.39,65.85,8.24,91.67,15.11,89.39,35.27,87.01,3.89,52.94,19.35,39.48,0.08,0.46,0.0,0.23,0.46,0.0,0.0,6.18,59.26,1.37,33.33,0.92,25.0,0.0,0.23,3.89,82.35,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
D. Kemp,Leyton Orient,Leyton Orient,"LCMF, RW, LWF",22.0,0,2023-06-30,6,393,0,0.55,0,0.08,18.09,40.51,England,England,left,161,55,no,5.95,5.5,50.0,5.04,27.27,0.23,0.36,0.0,2.98,4.64,1.6,0,0.0,0,0.0,1.6,0.0,0,0.0,0.13,0,0.0,4,0.92,25.0,0.0,0.0,1.15,40.0,0.69,66.67,0.46,0.0,0.46,1.15,80.0,4.35,47.37,0.92,0.46,0.92,14.66,0.46,1.37,24.96,78.9,7.1,58.06,6.41,96.43,8.02,85.71,22.44,82.65,1.37,50.0,12.38,21.26,0.02,0.23,0.0,0.0,0.46,0.0,0.23,2.98,61.54,1.83,50.0,0.46,0.0,0.23,0.46,3.66,50.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.69,0.23,0.0,1.6,0,0,English League Two,Central Midfielders,0,0
D. Cashman,Rochdale,Rochdale,"LWF, AMF, RWF",20.0,0,2024-06-30,9,389,2,2.0,2,0.21,22.9,38.38,England,England,right,0,0,yes,6.02,4.16,72.22,2.31,30.0,0.0,0.0,0.0,3.01,5.49,0.23,0,0.0,0,0.0,2.08,0.46,2,0.46,0.46,0,0.0,8,1.85,50.0,25.0,0.46,0.93,0.0,0.93,0.0,0.0,0.0,0.23,2.78,41.67,11.57,30.0,3.47,1.16,1.39,21.05,1.62,2.08,30.77,80.45,5.32,56.52,7.63,93.94,11.57,86.0,27.3,84.75,2.54,63.64,16.83,21.91,0.05,0.69,0.0,0.0,0.23,0.0,0.46,2.54,81.82,1.16,60.0,0.69,33.33,0.93,0.0,3.01,61.54,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
S. Jasper,Colchester United,Colchester United,"LAMF, AMF, LW",20.0,250000,2023-06-30,7,386,0,0.59,0,0.14,29.38,42.06,England,England,right,180,65,yes,6.06,6.06,65.38,2.56,18.18,0.0,0.0,0.47,2.1,2.9,0.93,0,0.0,0,0.0,5.6,0.0,0,0.0,0.14,0,0.0,6,1.4,33.33,0.0,0.0,1.63,14.29,0.93,25.0,0.47,0.0,0.0,9.56,48.78,15.39,40.91,1.87,2.56,1.17,18.42,0.93,2.1,27.05,77.59,7.46,62.5,5.13,100.0,11.42,75.51,21.45,86.96,4.2,50.0,19.49,34.94,0.03,0.7,0.0,0.0,0.47,50.0,0.47,5.6,70.83,1.87,50.0,0.93,50.0,1.17,0.23,3.96,82.35,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0,0,English League Two,Central Midfielders,0,0
J. Stevens,Barrow,Barrow,"RCMF, CF",21.0,200000,2023-06-30,4,384,1,0.84,2,0.29,14.53,45.16,England,England,right,178,65,no,8.44,5.16,68.18,2.34,20.0,0.0,0.0,0.23,4.92,8.08,0.7,1,0.23,0,0.0,4.22,0.23,1,0.23,0.2,0,0.0,11,2.58,36.36,9.091,0.47,3.05,46.15,0.23,0.0,2.81,50.0,0.94,2.58,63.64,4.69,50.0,1.64,2.34,1.41,9.84,0.23,0.47,17.58,81.33,3.98,64.71,2.34,100.0,7.27,83.87,13.83,91.53,0.7,33.33,19.79,17.89,0.07,1.64,0.0,0.0,0.7,33.33,0.94,1.88,87.5,2.81,58.33,0.47,50.0,0.7,1.41,3.98,82.35,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
G. Evans,Bradford City,Bradford City,"LDMF, LCMF, LW",33.0,175000,2022-06-30,6,383,0,0.41,1,0.54,18.8,47.5,England,England,right,183,80,no,5.17,4.93,47.62,3.76,62.5,0.23,0.34,0.23,2.58,3.75,1.41,0,0.0,0,0.0,3.29,0.0,0,0.0,0.1,0,0.0,5,1.17,40.0,0.0,0.23,3.29,28.57,2.58,27.27,0.7,33.33,0.47,2.58,72.73,6.34,40.74,2.58,0.23,0.47,18.09,0.7,0.94,25.85,74.55,6.11,61.54,4.7,95.0,7.28,77.42,20.21,88.37,2.35,20.0,20.99,25.84,0.13,0.94,0.0,0.0,0.0,0.0,0.7,2.58,45.45,1.88,25.0,0.0,0.0,0.0,0.94,2.35,80.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
T. White,Barrow,Barrow,"LCMF, RCMF",24.0,0,2022-06-30,5,383,0,0.02,0,0.0,14.8,42.86,England,England,right,180,66,no,5.64,4.7,45.0,2.11,66.67,0.23,0.36,0.47,3.29,5.06,0.94,2,0.47,0,0.0,0.23,0.0,0,0.0,0.0,0,0.0,1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,33.33,5.17,40.91,0.23,0.0,0.23,16.21,0.0,1.64,27.49,84.62,5.4,60.87,5.4,100.0,11.75,88.0,24.91,87.74,2.58,54.55,19.44,33.25,0.0,0.23,0.0,0.23,0.0,0.0,0.0,3.76,62.5,0.0,0.0,0.0,0.0,0.0,0.0,3.29,42.86,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
J. Taylor,Barrow,Barrow,"CB, DMF, RDMF",34.0,100000,2023-06-30,5,376,0,0.09,0,0.05,18.67,67.95,England,England,right,185,71,no,10.53,6.22,84.62,6.7,60.71,0.0,0.0,0.48,5.27,7.76,0.96,1,0.24,0,0.0,0.24,0.0,0,0.0,0.02,0,0.0,1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,100.0,0.96,75.0,0.96,0.0,0.0,9.34,0.0,0.96,19.87,75.9,7.42,54.84,2.15,100.0,6.7,92.86,17.23,83.33,2.63,27.27,19.36,33.09,0.01,0.24,0.0,0.0,0.0,0.0,0.0,2.39,40.0,0.24,0.0,0.0,0.0,0.24,0.0,3.35,64.29,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
F. Azaz,Newport County,Newport County,"AMF, LCMF, LW",21.0,0,2022-05-31,6,370,1,0.84,0,0.4,20.92,48.84,England,England,right,185,70,no,6.32,6.08,64.0,2.43,60.0,0.24,0.33,0.24,2.19,3.0,0.24,0,0.0,0,0.0,3.89,0.24,1,0.24,0.2,0,0.0,14,3.41,21.43,7.143,0.0,1.95,75.0,0.97,75.0,0.97,75.0,0.0,3.16,53.85,8.03,39.39,2.68,1.7,0.73,18.24,1.22,0.24,29.68,77.87,8.03,60.61,5.11,90.48,10.7,93.18,25.54,79.05,2.43,70.0,17.56,27.87,0.1,0.97,0.0,0.0,0.49,0.0,0.49,2.92,58.33,1.95,62.5,0.97,25.0,0.49,1.46,4.62,73.68,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
R. Bennett,Sutton United,Sutton United,"AMF, CF",30.0,0,2022-06-30,6,357,2,1.67,0,0.04,60.76,39.83,England,England,left,193,90,no,4.54,3.28,46.15,33.03,42.75,0.25,0.39,0.0,2.77,4.29,2.52,0,0.0,0,0.0,2.52,0.5,1,0.25,0.42,1,0.25,14,3.53,42.86,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,100.0,9.33,43.24,3.28,0.0,0.0,8.82,1.51,1.01,20.42,59.26,8.32,42.42,3.53,85.71,4.03,68.75,18.66,60.81,1.76,42.86,16.73,17.03,0.01,0.5,0.0,0.0,0.5,0.0,0.0,3.03,33.33,1.76,14.29,0.0,0.0,1.01,0.0,4.29,41.18,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100,English League Two,Central Midfielders,0,0
M. Daly,Hartlepool United,Hartlepool United,"LCMF, LW, AMF",20.0,250000,2022-05-31,6,353,0,0.09,0,0.08,19.89,48.72,England,England,right,176,75,yes,7.39,7.14,53.57,6.37,40.0,0.76,1.29,0.25,2.8,4.71,1.27,0,0.0,0,0.0,1.53,0.0,0,0.0,0.02,0,0.0,1,0.25,100.0,0.0,0.0,0.76,0.0,0.51,0.0,0.25,0.0,0.0,1.53,83.33,3.82,60.0,1.53,0.76,0.51,8.41,0.25,1.02,15.04,67.8,6.37,56.0,2.29,77.78,2.55,70.0,12.24,75.0,2.04,50.0,18.18,26.94,0.02,0.76,0.0,0.0,1.02,0.0,0.25,2.29,55.56,1.27,40.0,0.76,0.0,0.51,0.0,2.04,75.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,English League Two,Central Midfielders,0,0
